Country Name,Country Code,Series Name,Series Code,2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Canada,CAN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.945,7.038,6.426,5.837,5.69,9.657,7.527,5.279,5.415
Canada,CAN,Deposit interest rate (%),FR.INR.DPST,0.075,0.1,0.1,..,..,..,..,..,..
Cayman Islands,CYM,GDP (constant 2015 US$),NY.GDP.MKTP.KD,4708167232.66893,4860710642.84257,5015477901.91161,5229501758.00703,5434269977.07991,5165012420.04968,5418352633.41053,5697740750.963,5946143784.57514
Cayman Islands,CYM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-2.34752770165615,-0.62525835861814,..,..,..,..,..,..,..
Cayman Islands,CYM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..,..,..,..,..,..,..,..
Cayman Islands,CYM,Deposit interest rate (%),FR.INR.DPST,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,GDP (constant 2015 US$),NY.GDP.MKTP.KD,1695825714.19282,1776382808.69192,1856804600.57752,1927167163.54408,1986909345.61394,2004791529.66202,2024497026.49048,2034662228.57957,2052368906.14354
Central African Republic,CAF,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.40297017136816,4.94543276106518,4.18072331871267,1.61215686991555,2.68537355266787,1.71015659523153,4.25936417542868,5.58316735183247,2.97913852618937
Central African Republic,CAF,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.477,5.491,5.534,5.517,5.607,6.196,6.375,5.956,5.877
Central African Republic,CAF,Deposit interest rate (%),FR.INR.DPST,2.45,2.45,2.45,..,..,..,..,..,..
Chad,TCD,GDP (constant 2015 US$),NY.GDP.MKTP.KD,10950392256.9543,10265387503.3572,9958586279.1443,10195006881.7944,10526057301.7412,10357639675.7671,10236539498.7594,10523606947.1486,10957423661.0644
Chad,TCD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.37712665065654,-0.792440525236016,-1.53709962980849,4.27462198610545,-0.971939175419317,4.4641443723286,-0.772844370359139,5.78802687843616,10.8363568399842
Chad,TCD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,0.974,1.047,1.116,1.135,1.084,1.707,1.548,1.096,1.074
Chad,TCD,Deposit interest rate (%),FR.INR.DPST,2.45,2.45,2.45,..,..,..,..,..,..
Channel Islands,CHI,GDP (constant 2015 US$),NY.GDP.MKTP.KD,10109968846.9524,10232605257.3047,10417455245.2863,10534364582.7133,10700107551.228,9748142573.66108,10716796137.8499,11289283297.0564,11708680810.584
Channel Islands,CHI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.178,7.715,7.12,6.571,6.408,6.863,6.875,6.147,6.187
Channel Islands,CHI,Deposit interest rate (%),FR.INR.DPST,..,..,..,..,..,..,..,..,..
Chile,CHL,GDP (constant 2015 US$),NY.GDP.MKTP.KD,242450355827.827,246700604504.172,250050047208.954,260027117795.385,261676645409.828,245600606661.894,273436873982.626,279066228503.412,279676771459.229
Chile,CHL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.34877353217053,3.78619355893118,2.18271846868519,2.43488981353057,2.55754475703327,3.04549084804334,4.52456838259121,11.6438667110561,7.58168251407969
Chile,CHL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.313,6.673,7.257,7.623,7.493,10.934,9.281,8.249,9.013
Chile,CHL,Deposit interest rate (%),FR.INR.DPST,3.60854404537137,3.81516472833112,2.93925084026432,2.70296407528256,2.53462413792891,0.857343370472012,1.27682142582564,8.98600192778467,10.4078396680496
China,CHN,GDP (constant 2015 US$),NY.GDP.MKTP.KD,11061572618578.7,11819153423353.8,12640253743744.4,13493442283300.8,14296369668065.2,14616413683019.5,15851276922873.1,16318995784492.7,17175670911003.5
China,CHN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.43702380935655,2.00000182191943,1.59313600071436,2.07479039965576,2.89923416358227,2.41942189457782,0.981015135544882,1.97357555739051,0.234836828893051
China,CHN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.65,4.56,4.47,4.31,4.56,5,4.55,4.98,4.67
China,CHN,Deposit interest rate (%),FR.INR.DPST,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
Colombia,COL,GDP (constant 2015 US$),NY.GDP.MKTP.KD,293492370193.166,299618678572.191,303691577641.583,311479214511.795,321405606655.842,298309675728.093,330530695024.886,354622693594.661,356787344438.831
Colombia,COL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.9898311584953,7.51346024627675,4.31431325695011,3.24056932930569,3.52301932741447,2.52663500084706,3.49505757399448,10.1772313546166,11.7359044948689
Colombia,COL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.572,8.922,9.086,9.36,10.28,15.983,13.898,10.547,9.594
Colombia,COL,Deposit interest rate (%),FR.INR.DPST,4.57923918208263,6.78343259286602,5.98939888576729,4.70855178832123,4.49793237696047,3.37808972227871,2.07264966142457,8.50012356768929,13.2133794536196
Comoros,COM,GDP (constant 2015 US$),NY.GDP.MKTP.KD,966029600.862227,998106097.535826,1036191459.47692,1073934227.08421,1092843848.73706,1090706717.98077,1112522619.16897,1141481697.75024,1175676774.71104
Comoros,COM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..
Comoros,COM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.121,4.104,4.03,3.942,3.934,4.471,4.394,3.816,3.776
Comoros,COM,Deposit interest rate (%),FR.INR.DPST,1.75,1.75,1.75,1.75,1.75,1.75,1.75,2.0625,..
"Congo, Dem. Rep.",COD,GDP (constant 2015 US$),NY.GDP.MKTP.KD,37917706497.1793,38827503534.0756,40274584268.021,42619016590.6593,44487659679.0188,45259708653.5116,48065880294.8504,52355494607.5628,56837576516.8446
"Congo, Dem. Rep.",COD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.74419899478147,2.88585107289988,..,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.439,4.521,4.601,4.618,4.591,5.345,5.28,4.522,4.484
"Congo, Dem. Rep.",COD,Deposit interest rate (%),FR.INR.DPST,3.65833333333333,3.375,4.185,4.865,5.47583333333333,6.20166666666667,5.73153911564626,..,..
"Congo, Rep.",COG,GDP (constant 2015 US$),NY.GDP.MKTP.KD,12434793867.3568,11354801748.8219,10719526284.7166,10472514332.3273,10590275024.738,9926500702.40064,10027261669.7995,10175199489.7639,10369226732.5707
"Congo, Rep.",COG,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.16909796750829,3.19056179723773,0.450063823285546,1.15277896375523,2.20607305781525,1.79537147083108,1.7156427545126,3.04344334698478,4.30174563591016
"Congo, Rep.",COG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,19.978,20.223,20.611,20.701,20.392,22.198,21.96,20.108,19.898
"Congo, Rep.",COG,Deposit interest rate (%),FR.INR.DPST,2.45,2.45,2.45,..,..,..,..,..,..
Costa Rica,CRI,GDP (constant 2015 US$),NY.GDP.MKTP.KD,56441920820.5194,58814921621.3159,61260269007.514,62862779082.5908,64382494195.8,61631202097.7205,66522107766.4296,69549856033.0247,73105190307.8725
Costa Rica,CRI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.801982005099623,-0.0174788505908217,1.62590692991732,2.22111461526581,2.09604635327807,0.724911478131376,1.72647755109241,8.27477490232654,0.525193508693455
Costa Rica,CRI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.415,8.085,7.729,9.01,10.807,16.432,15.139,11.325,8.325
Costa Rica,CRI,Deposit interest rate (%),FR.INR.DPST,2.37083333333333,1.2125,2.79433333333333,4.01572786111484,4.63510715625992,2.58321623,1.6071339575,3.07218076166667,5.074694915
Cote d'Ivoire,CIV,GDP (constant 2015 US$),NY.GDP.MKTP.KD,45815005169.2651,49101205368.91,52739979047.0655,55294253263.7438,59010785540.9857,59423700880.6615,63620992438.4818,67576850897.4936,71766615653.1294
Cote d'Ivoire,CIV,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.25149954781477,0.723178457513217,0.685881065304603,0.359409031380677,-1.10686343994188,2.42500656821815,4.09195189692863,5.27616724262846,4.38711707003279
Cote d'Ivoire,CIV,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.579,1.896,3.272,2.85,2.401,2.584,2.63,2.306,2.27
Cote d'Ivoire,CIV,Deposit interest rate (%),FR.INR.DPST,6.99833333333333,6.925,6.49,..,..,..,..,..,..
Croatia,HRV,GDP (constant 2015 US$),NY.GDP.MKTP.KD,51005200669.6941,52770556703.1252,54501936568.9879,56085044234.0737,57823926882.8566,53017808755.2998,59714859477.6201,64066840476.8464,66182676637.3453
Croatia,HRV,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.464499004644911,-1.12500000000002,1.12937210282347,1.50012501041756,0.771820346498019,0.154811374562106,2.55450699642041,10.7805806758686,7.9412817758683
Croatia,HRV,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,16.175,13.103,11.208,8.432,6.617,7.507,7.608,6.96,6.086
Croatia,HRV,Deposit interest rate (%),FR.INR.DPST,..,..,..,..,..,..,..,..,..
Cuba,CUB,GDP (constant 2015 US$),NY.GDP.MKTP.KD,87132800000,87579654548.8907,89164663930.9702,91169039692.7712,91020354637.1474,81054459000.2587,82070633423.4249,83527267339.326,81916032940.857
Cuba,CUB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..
Cuba,CUB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.4,2,1.7,1.7,1.705,2.24,2.116,1.82,1.719
Cuba,CUB,Deposit interest rate (%),FR.INR.DPST,..,..,..,..,..,..,..,..,..
Curacao,CUW,GDP (constant 2015 US$),NY.GDP.MKTP.KD,3058779217.87709,3026120372.58291,2987500779.24655,2924640436.8364,2830872598.16815,2308902993.49337,2405500843.49665,2571624731.74853,2679684402.9766
Curacao,CUW,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.476542049801405,-0.0472079848940293,1.58558801700345,2.58368756641814,2.62220783425059,..,..,..,..
Curacao,CUW,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..,..,..,..,..,..,..,..
Curacao,CUW,Deposit interest rate (%),FR.INR.DPST,..,..,..,..,..,..,..,..,..
Cyprus,CYP,GDP (constant 2015 US$),NY.GDP.MKTP.KD,19909278416.8575,21218032952.0546,22438246478.4654,23845498646.5325,25246562673.7657,24433463207.6976,27215888177.2701,29220507767.0398,29983718475.0646
Cyprus,CYP,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-2.0969976905311,-1.42916666666665,0.531766496174467,1.43549119531759,0.250370996758493,-0.638422797978959,2.44608867175474,8.39548297993334,3.54134188751663
Cyprus,CYP,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,15.026,13.006,11.155,8.504,7.155,7.755,7.513,6.806,6.098
Cyprus,CYP,Deposit interest rate (%),FR.INR.DPST,..,..,..,..,..,..,..,..,..
Czechia,CZE,GDP (constant 2015 US$),NY.GDP.MKTP.KD,189107698561.919,193988322699.324,204024435225.367,209798950840.998,217279912678.49,205753475034.301,214043320209.36,220137498815.997,219949654880.837
Czechia,CZE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.309364548494975,0.683504209385703,2.4505339846014,2.14949494949493,2.8478759591805,3.16129528497801,3.83984491500146,15.1001651468371,10.6612601372426
Czechia,CZE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.048,3.952,2.893,2.246,2.015,2.55,2.803,2.224,2.579
Czechia,CZE,Deposit interest rate (%),FR.INR.DPST,0.52933284578413,0.373113336623673,0.275124598576577,0.275896366580548,0.388557809322386,0.303558184400765,0.233401665658425,1.39768620993967,2.41156365718141
Denmark,DNK,GDP (constant 2015 US$),NY.GDP.MKTP.KD,301758922337.637,311032111245.335,320538736946.88,326500781458.764,332088518914.51,326176991303.13,350255593023.122,355650135472.963,364524261928.203
Denmark,DNK,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.452034153691575,0.250000000000031,1.14713216957602,0.813609467455631,0.75813157251162,0.420711974110115,1.8530454398968,7.6965669988926,3.30517811237606
Denmark,DNK,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.278,5.989,5.833,5.131,5.018,5.637,5.043,4.434,5.094
Denmark,DNK,Deposit interest rate (%),FR.INR.DPST,..,..,..,..,..,..,..,..,..
Djibouti,DJI,GDP (constant 2015 US$),NY.GDP.MKTP.KD,2424391785.43897,2597091693.86547,2738843335.30256,2869607134.04835,3028730597.33671,3068599693.60668,3207372442.69767,3326961776.90297,3549091358.52375
Djibouti,DJI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.847389733971996,2.73841208738755,0.568112117084804,0.14797084987711,3.31925372703827,1.7774078380617,1.18191775339802,5.17980847967061,1.49506816515088
Djibouti,DJI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,26.07,25.992,26.064,26.184,26.256,27.713,27.668,26.307,26.154
Djibouti,DJI,Deposit interest rate (%),FR.INR.DPST,..,..,..,..,..,..,..,..,..
Dominica,DMA,GDP (constant 2015 US$),NY.GDP.MKTP.KD,540737037.037037,555681105.24744,518900602.715599,537309039.644082,566874380.554411,472749937.548637,505325005.612993,533540061.078087,558681739.570186
Dominica,DMA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.84382698463833,0.141816225732312,0.296252889279487,0.98919111918989,1.50462353858141,-0.727116412668203,1.4831944499819,7.7806152516404,4.22769324983409
Dominica,DMA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..,..,..,..,..,..,..,..
Dominica,DMA,Deposit interest rate (%),FR.INR.DPST,2.45091666666667,1.905,1.755,1.63479283333333,1.76815416666667,1.8132415,1.682821,1.616007,1.6315985
Dominican Republic,DOM,GDP (constant 2015 US$),NY.GDP.MKTP.KD,71164826836.5281,75903835172.1732,79446042998.4211,84993384865.6436,89287393475.0793,83287066903.7897,93508047621.0655,98050971574.0699,100365578190.532
Dominican Republic,DOM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.836746346724557,1.61416607245223,3.27955694678546,3.56443426013508,1.81060377042959,3.78103179915517,8.24300347981809,8.81109209279587,4.78561281021135
Dominican Republic,DOM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.605,7.284,5.832,5.861,6.356,6.126,7.702,5.504,5.555
Dominican Republic,DOM,Deposit interest rate (%),FR.INR.DPST,6.42916666666667,6.69333333333333,6.00333333333333,6.00896666666667,6.12320833333333,4.64739166666667,2.485175,6.73916666666667,9.16181666666667
Ecuador,ECU,GDP (constant 2015 US$),NY.GDP.MKTP.KD,97209558000,96540800718.3398,102304671535.156,103373034664.296,103544017315.435,93971273121.5556,103197765280.136,109581722560.167,112162610913.166
Ecuador,ECU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.96664623255358,1.72826463324533,0.417335588666825,-0.224103246005552,0.266012515466155,-0.338872392562139,0.133251386096389,3.46616972213077,2.21568764237058
Ecuador,ECU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.616,4.597,3.836,3.53,3.812,6.127,4.552,3.761,3.51
Ecuador,ECU,Deposit interest rate (%),FR.INR.DPST,4.375,4.77083333333333,3.49583333333333,3.62666666666667,4.435,4.77583333333333,4.1625,4.15916666666667,5.86333333333333
"Egypt, Arab Rep.",EGY,GDP (constant 2015 US$),NY.GDP.MKTP.KD,329366576819.407,343682967575.512,358053111989.023,377141312302.669,398080548973.052,412213064649.087,425777537421.996,453827104224.605,470885106095.168
"Egypt, Arab Rep.",EGY,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,10.370490343517,13.813606214829,29.5066083940039,14.4014657807422,9.15279959324804,5.04493288977539,5.21404940513043,13.8956609775178,33.8847763115546
"Egypt, Arab Rep.",EGY,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,13.052,12.45,11.767,9.855,7.851,7.974,7.441,7.344,7.334
"Egypt, Arab Rep.",EGY,Deposit interest rate (%),FR.INR.DPST,6.90833333333333,7.85833333333333,12.0916666666667,12.3166666666667,10.95,7.78333333333333,7.4,8.425,12.65
El Salvador,SLV,GDP (constant 2015 US$),NY.GDP.MKTP.KD,23438240000,24033351541.724,24573529736.8617,25166352435.5773,25779775126.5993,23744951345.511,26571731219.3539,27315620697.1628,28274665875.3002
El Salvador,SLV,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.731384487387957,0.60404908699661,1.0123540331558,1.09033000581892,0.0753241350024612,-0.371590212324095,3.46692585313082,7.19861615609867,4.04554694222477
El Salvador,SLV,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.998,4.418,4.385,4.006,4.17,5.008,4.327,2.999,2.992
El Salvador,SLV,Deposit interest rate (%),FR.INR.DPST,..,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,GDP (constant 2015 US$),NY.GDP.MKTP.KD,13185496881.0174,12023008461.8485,11341603434.7324,10634279338.5817,10051326714.9325,9569759527.14748,9652085293.25754,9963221065.40967,9456161986.86363
Equatorial Guinea,GNQ,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.67663085315988,1.41193915479015,0.74435474661241,1.06007410662171,1.53027528964189,4.76669523944228,-0.0971007664640198,4.78671704710803,..
Equatorial Guinea,GNQ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.95,7.962,8.004,7.967,8.064,8.781,8.976,8.455,8.367
Equatorial Guinea,GNQ,Deposit interest rate (%),FR.INR.DPST,2.45,2.45,2.45,..,..,..,..,..,..
Eritrea,ERI,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..
Eritrea,ERI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..
Eritrea,ERI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.541,5.554,5.577,5.511,5.552,6.088,6.177,5.695,5.586
Eritrea,ERI,Deposit interest rate (%),FR.INR.DPST,..,..,..,..,..,..,..,..,..
Estonia,EST,GDP (constant 2015 US$),NY.GDP.MKTP.KD,23311847750.9394,24032886893.1699,25387061799.8453,26326305513.7363,27307395615.8101,26519902198.9957,28417254674.457,28434426605.4652,27574843698.0953
Estonia,EST,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.49232600654737,0.148684907627373,3.41723549488054,3.43632688420446,2.27725931243522,-0.44453109767983,4.65316673847473,19.3982634080616,9.15922507983982
Estonia,EST,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.412,6.882,5.807,5.412,4.514,6.956,6.178,5.571,6.378
Estonia,EST,Deposit interest rate (%),FR.INR.DPST,..,..,..,..,..,..,..,..,..
Eswatini,SWZ,GDP (constant 2015 US$),NY.GDP.MKTP.KD,3878174403.5524,4015035098.77479,4114008066.96745,4145651841.8002,4351364120.03953,4225737498.25845,4369384623.38277,4366430077.90613,4585402385.65415
Eswatini,SWZ,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.95124493704919,7.8472745908568,6.22137528933118,4.81506167461513,2.59801620311077,..,..,..,..
Eswatini,SWZ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,23.285,22.718,24.523,26.369,28.138,32.944,34.153,35.359,35.086
Eswatini,SWZ,Deposit interest rate (%),FR.INR.DPST,2.27,2.94,3.2,3.76,3.685,2.46583333333333,1.78,2.5425,4.44166666666667
Ethiopia,ETH,GDP (constant 2015 US$),NY.GDP.MKTP.KD,64589328550.5953,70682351658.2336,77442545814.9282,82721144195.2914,89640011587.0442,95071775775.7639,100435279209.681,105779617467.591,112653319434.836
Ethiopia,ETH,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,9.56889955968623,6.62813337230924,10.6871150284238,13.8330356586661,15.8096321719344,20.3563468559061,26.8395221557722,33.8898797100898,30.2188278135278
Ethiopia,ETH,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.443,2.554,2.662,2.802,2.917,3.994,3.935,3.409,3.402
Ethiopia,ETH,Deposit interest rate (%),FR.INR.DPST,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,GDP (constant 2015 US$),NY.GDP.MKTP.KD,2573905971.05459,2609591837.86672,2701241060.07126,2775895516.47884,2901879820.04399,2854366727.12733,3011481923.30763,3118570937.35915,3196193980.39855
Faroe Islands,FRO,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,Deposit interest rate (%),FR.INR.DPST,..,..,..,..,..,..,..,..,..
Fiji,FJI,GDP (constant 2015 US$),NY.GDP.MKTP.KD,4682479912.05203,4796997076.03127,5053797835.53178,5246466346.36038,5215934725.85137,4327208949.46684,4115996320.43426,4930664222.84568,5301661741.40568
Fiji,FJI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.37488542621438,3.86322538221269,3.3475783475784,4.08147637644526,1.77310182460282,-2.5952432588738,0.155855722131516,4.52019266394958,2.14817440623896
Fiji,FJI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.291,4.319,4.324,4.335,4.373,4.649,4.701,4.446,4.322
Fiji,FJI,Deposit interest rate (%),FR.INR.DPST,2.45802530738977,2.77195713259191,3.25054363622061,3.44487833651211,4.67763857353932,2.8948528556935,2.57705404795959,1.54611524604314,1.20373294634491
Finland,FIN,GDP (constant 2015 US$),NY.GDP.MKTP.KD,233210733506.25,239208760192.969,247110711000,250058686750.391,253433824963.672,247120696616.016,253878739632.812,257560103403.906,254562199573.437
Finland,FIN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.207928839905268,0.356684500891695,0.754015047084346,1.08382098409305,1.02409392963431,0.290554555653239,2.19457432340007,7.12350773301402,6.25064322154763
Finland,FIN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,9.376,8.818,8.64,7.361,6.695,7.759,7.617,6.719,7.151
Finland,FIN,Deposit interest rate (%),FR.INR.DPST,..,..,..,..,..,..,..,..,..
France,FRA,GDP (constant 2015 US$),NY.GDP.MKTP.KD,2442483452642.5,2463489569508.32,2514819204022.09,2556210832827.89,2608036639287.32,2413981867221.76,2580120255345.61,2646451031159.26,2671234714330.38
France,FRA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.0375143805125182,0.18333486112386,1.03228275064662,1.85081508315502,1.10825492288294,0.476498852725066,1.64233141038385,5.22236748369735,4.87835726508441
France,FRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,10.354,10.057,9.409,9.018,8.415,8.009,7.874,7.308,7.335
France,FRA,Deposit interest rate (%),FR.INR.DPST,0.895833333333333,0.7575,0.791666666666667,..,..,..,..,..,..
French Polynesia,PYF,GDP (constant 2015 US$),NY.GDP.MKTP.KD,5325846361.81186,5452049984.38591,5690550040.86988,5794802523.94005,5951258396.41142,5531635723.06513,5647511817.96257,5899733908.23199,..
French Polynesia,PYF,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,11.789,11.715,11.573,11.572,11.565,12.951,12.531,11.888,11.749
French Polynesia,PYF,Deposit interest rate (%),FR.INR.DPST,..,..,..,..,..,..,..,..,..
Gabon,GAB,GDP (constant 2015 US$),NY.GDP.MKTP.KD,14383107762.6952,14683922149.3088,14753324537.1727,14876945089.6921,15460241661.1259,15176119359.5533,15398898313.8373,15866657481.0928,16254737014.9742
Gabon,GAB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.338795188753406,2.10670712784054,2.65192583143902,4.74906652083221,2.46456756151187,1.35276110675333,1.0869074651941,4.23124798274579,3.62901534185376
Gabon,GAB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,19.978,20.134,20.303,20.439,20.358,21.27,21.218,20.399,20.278
Gabon,GAB,Deposit interest rate (%),FR.INR.DPST,2.45,2.45,2.45,..,..,..,..,..,..
"Gambia, The",GMB,GDP (constant 2015 US$),NY.GDP.MKTP.KD,1378176608.93204,1404959537.12175,1472715273.80675,1579264608.77791,1677527292.27233,1687449652.95674,1776141480.03218,1873704900.09444,1963596060.40794
"Gambia, The",GMB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,6.8084549457961,7.22879272057922,8.03418974545911,6.52096823946573,7.11567625631192,5.93127636562441,7.37034758876618,11.5131198380505,16.9742129632327
"Gambia, The",GMB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.26,6.285,5.157,4.127,4.538,5.892,6.269,6.076,6.479
"Gambia, The",GMB,Deposit interest rate (%),FR.INR.DPST,..,..,15.775,9,8.105,6.84166666666667,4.83333333333333,4.83333333333333,7.7375
Georgia,GEO,GDP (constant 2015 US$),NY.GDP.MKTP.KD,15223796148.8396,15749049874.5344,16561685511.0983,17565660917.3341,18510819818.4957,17346401920.57,19192793472.268,21296041913.2144,22963990766.7474
Georgia,GEO,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.00357820695097,2.13492713939121,6.03531725272117,2.6152447139767,4.85289821696723,5.2024648897534,9.56691433824769,11.8981654203198,2.48776056578715
Georgia,GEO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,16.506,16.604,13.939,12.667,11.565,11.73,11.791,11.647,11.537
Georgia,GEO,Deposit interest rate (%),FR.INR.DPST,8.91020689125682,9.93868142991361,9.65252400553331,8.8326,8.706875,10.2222083333333,10.3117333333333,11.6369083333333,11.587775
Germany,DEU,GDP (constant 2015 US$),NY.GDP.MKTP.KD,3423568450957.03,3502129441730.16,3597248136065.74,3637409365003.91,3673343090202.78,3522914640155.8,3652205602572.65,3702230996916.9,3692366831510.82
Germany,DEU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.514426137125456,0.491747008445174,1.50949485109628,1.73216879766942,1.44565976888253,0.144877925813982,3.06666666666673,6.87257438551097,5.94643667725823
